,Date,Time,Distance away,Temperature,Overheated,Average ambient temperature
0,17/6/2020,16:14:9,121.95,36.95,No,17.29
1,17/6/2020,16:14:9,102.04,36.50,No,17.29
2,17/6/2020,16:14:10,83.33,36.92,No,17.30
3,17/6/2020,16:14:10,55.56,36.79,No,17.32
4,17/6/2020,16:54:8,54.95,36.50,No,17.29
5,17/6/2020,16:54:8,51.28,36.50,No,17.30
6,17/6/2020,17:21:4,57.47,36.50,No,17.51
7,17/6/2020,17:21:4,53.48,36.50,No,17.52
8,17/6/2020,17:21:5,48.78,36.76,No,17.54
9,17/6/2020,17:25:40,106.38,36.50,No,17.47
10,17/6/2020,17:25:41,44.25,36.87,No,17.50
11,17/6/2020,17:29:25,103.09,36.50,No,17.42
12,17/6/2020,17:33:7,89.29,36.50,No,17.45
13,17/6/2020,17:33:7,95.24,36.50,No,17.47
14,17/6/2020,17:38:4,71.94,36.50,No,17.44
15,17/6/2020,17:38:8,142.86,36.95,No,17.53
16,17/6/2020,17:38:9,136.99,36.95,No,17.53
17,17/6/2020,17:38:9,125.00,36.50,No,17.54
18,17/6/2020,17:38:9,117.65,36.95,No,17.54
19,17/6/2020,17:38:9,112.36,36.95,No,17.54
20,17/6/2020,17:38:10,108.70,36.76,No,17.55
21,17/6/2020,17:39:17,53.48,36.50,No,17.42
22,17/6/2020,17:39:17,75.19,36.50,No,17.46
23,17/6/2020,17:39:18,100.00,36.95,No,17.46
24,17/6/2020,17:42:47,117.65,36.50,No,17.45
25,17/6/2020,17:53:59,121.95,36.50,No,17.31
26,17/6/2020,17:53:59,109.89,36.50,No,17.31
27,17/6/2020,17:57:10,212.77,36.95,No,17.46
28,17/6/2020,18:23:33,78.74,36.92,No,17.27
29,17/6/2020,18:24:2,125.00,36.95,No,17.57
30,17/6/2020,18:24:17,50.76,36.50,No,17.28
31,17/6/2020,18:24:50,37.88,36.80,No,17.78
32,17/6/2020,18:25:2,44.84,36.50,No,17.60
33,17/6/2020,18:25:52,106.38,36.95,No,17.53
34,17/6/2020,18:25:53,119.05,36.95,No,17.53
35,17/6/2020,18:26:55,70.92,36.50,No,17.55
36,17/6/2020,18:26:59,56.50,36.50,No,17.56
37,17/6/2020,18:26:59,72.99,36.50,No,17.57
38,17/6/2020,18:26:59,83.33,36.50,No,17.57
39,17/6/2020,18:27:0,86.21,36.38,No,17.58
40,17/6/2020,18:27:0,61.35,36.97,No,17.58
41,17/6/2020,18:27:2,88.50,36.50,No,17.57
42,17/6/2020,18:27:2,88.50,36.50,No,17.58
43,17/6/2020,18:27:3,81.30,36.50,No,17.58
44,17/6/2020,18:27:6,80.65,36.50,No,17.55
45,17/6/2020,18:27:6,74.63,36.50,No,17.55
46,17/6/2020,18:27:7,75.19,36.50,No,17.56
47,17/6/2020,18:27:7,70.42,36.76,No,17.56
48,17/6/2020,18:27:7,61.73,36.92,No,17.58
49,17/6/2020,18:27:7,59.88,36.86,No,17.59
50,17/6/2020,18:27:8,51.28,37.00,No,17.61
51,17/6/2020,18:27:8,50.76,36.78,No,17.62
52,17/6/2020,18:29:34,76.92,36.95,No,17.72
53,17/6/2020,18:29:36,84.75,36.96,No,17.76
54,17/6/2020,18:29:36,84.75,36.71,No,17.76
55,17/6/2020,18:29:36,80.65,37.00,No,17.77
56,17/6/2020,18:29:37,82.64,36.74,No,17.77
57,17/6/2020,18:29:37,81.30,36.92,No,17.78
58,17/6/2020,18:29:37,78.12,36.94,No,17.79
59,17/6/2020,18:29:37,82.64,36.93,No,17.80
60,17/6/2020,18:29:38,76.92,36.96,No,17.82
61,17/6/2020,18:29:39,76.34,36.92,No,17.83
62,17/6/2020,18:29:39,74.63,36.80,No,17.83
63,17/6/2020,18:29:39,82.64,36.92,No,17.83
64,17/6/2020,18:29:40,89.29,36.49,No,17.85
65,17/6/2020,18:29:40,84.75,36.92,No,17.85
66,17/6/2020,18:29:41,88.50,36.53,No,17.86
67,17/6/2020,18:29:41,92.59,36.38,No,17.86
68,17/6/2020,18:29:41,96.15,36.98,No,17.87
69,17/6/2020,18:29:41,96.15,36.76,No,17.88
70,17/6/2020,18:29:42,101.01,36.87,No,17.89
71,17/6/2020,18:29:42,102.04,36.96,No,17.89
72,17/6/2020,18:29:42,105.26,36.76,No,17.90
73,17/6/2020,18:29:42,106.38,36.78,No,17.91
74,17/6/2020,18:29:43,107.53,36.79,No,17.92
75,17/6/2020,18:29:43,104.17,36.87,No,17.93
76,17/6/2020,18:29:43,106.38,36.84,No,17.94
77,17/6/2020,18:29:43,105.26,36.95,No,17.94
78,17/6/2020,18:29:43,103.09,36.78,No,17.95
