,Date,Time,Distance away,Unadjusted_Temp,Temperature,Overheated,Average ambient temperature
0,28/11/2020,16:58:50,322.58,nan,No,20.97,
1,28/11/2020,16:58:50,285.71,nan,No,20.97,
2,28/11/2020,16:58:51,312.50,nan,No,20.97,
3,28/11/2020,16:58:51,285.71,nan,No,20.97,
4,28/11/2020,16:58:52,285.71,nan,No,20.97,
5,28/11/2020,16:58:52,256.41,nan,No,20.97,
6,28/11/2020,16:58:52,243.90,22.00,36.95,No,20.97
7,28/11/2020,16:58:52,232.56,nan,No,20.97,
8,28/11/2020,16:58:52,250.00,22.00,36.95,No,20.97
9,28/11/2020,16:58:53,250.00,22.00,36.95,No,20.97
10,28/11/2020,16:58:53,256.41,22.00,36.95,No,20.97
11,28/11/2020,16:58:54,238.10,22.00,36.95,No,20.97
12,28/11/2020,16:58:54,250.00,22.00,36.95,No,20.97
13,28/11/2020,16:58:54,238.10,22.00,36.95,No,20.97
14,28/11/2020,16:58:54,270.27,nan,No,20.97,
15,28/11/2020,16:58:54,238.10,22.00,36.95,No,20.97
16,28/11/2020,16:58:55,243.90,22.00,36.95,No,20.97
17,28/11/2020,16:58:55,263.16,nan,No,20.97,
18,28/11/2020,16:58:55,250.00,22.00,36.95,No,20.97
19,28/11/2020,16:58:59,384.62,nan,No,20.97,
20,28/11/2020,16:59:0,434.78,nan,No,20.97,
21,28/11/2020,16:59:0,416.67,nan,No,20.97,
22,28/11/2020,16:59:0,476.19,nan,No,20.97,
23,28/11/2020,16:59:1,250.00,nan,No,20.97,
24,28/11/2020,16:59:1,384.62,nan,No,20.97,
25,28/11/2020,16:59:1,400.00,22.00,36.95,No,20.97
26,28/11/2020,16:59:1,400.00,nan,No,20.97,
27,28/11/2020,16:59:1,416.67,nan,No,20.97,
28,28/11/2020,16:59:2,434.78,nan,No,20.97,
29,28/11/2020,16:59:2,476.19,22.00,36.95,No,20.97
30,28/11/2020,16:59:2,454.55,22.00,36.95,No,20.97
31,28/11/2020,16:59:3,454.55,22.00,36.95,No,20.97
32,28/11/2020,16:59:3,416.67,22.00,36.95,No,20.97
33,28/11/2020,16:59:3,434.78,22.00,36.95,No,20.97
34,28/11/2020,16:59:4,370.37,nan,No,20.97,
35,28/11/2020,16:59:8,416.67,22.00,36.95,No,20.97
36,28/11/2020,16:59:8,416.67,22.00,36.95,No,20.97
37,28/11/2020,16:59:8,434.78,22.00,36.95,No,20.97
38,28/11/2020,16:59:8,454.55,22.00,36.95,No,20.97
39,28/11/2020,16:59:9,384.62,22.00,36.95,No,20.97
40,28/11/2020,16:59:9,384.62,22.00,36.95,No,20.97
41,28/11/2020,16:59:11,434.78,22.00,36.95,No,20.97
42,28/11/2020,16:59:11,294.12,22.00,36.95,No,20.97
43,28/11/2020,16:59:12,322.58,23.43,36.38,No,20.97
44,28/11/2020,16:59:12,294.12,23.00,36.95,No,20.97
45,28/11/2020,16:59:17,454.55,nan,No,20.97,
46,28/11/2020,16:59:18,526.32,22.00,36.95,No,20.97
47,28/11/2020,16:59:27,476.19,nan,No,20.97,
48,28/11/2020,16:59:31,500.00,nan,No,20.97,
49,28/11/2020,16:59:32,526.32,nan,No,20.97,
50,28/11/2020,16:59:32,500.00,nan,No,20.97,
51,28/11/2020,16:59:32,526.32,nan,No,20.97,
52,28/11/2020,16:59:33,476.19,nan,No,20.97,
53,28/11/2020,16:59:33,476.19,nan,No,20.97,
54,28/11/2020,16:59:37,454.55,22.00,36.95,No,20.97
55,28/11/2020,16:59:37,434.78,22.00,36.95,No,20.97
56,28/11/2020,16:59:38,400.00,22.00,36.95,No,20.97
57,28/11/2020,16:59:39,400.00,22.00,36.95,No,20.97
58,28/11/2020,16:59:43,370.37,No,20.97,,
59,28/11/2020,16:59:43,454.55,nan,No,20.97,
60,28/11/2020,16:59:43,400.00,No,20.97,,
61,28/11/2020,16:59:44,454.55,nan,No,20.97,
62,28/11/2020,16:59:45,416.67,nan,No,20.97,
63,28/11/2020,16:59:45,434.78,nan,No,20.97,
64,28/11/2020,16:59:45,277.78,No,20.97,,
65,28/11/2020,16:59:46,357.14,No,20.97,,
66,28/11/2020,16:59:46,333.33,No,20.97,,
67,28/11/2020,16:59:47,384.62,No,20.97,,
68,28/11/2020,16:59:47,322.58,No,20.97,,
69,28/11/2020,16:59:47,344.83,No,20.97,,
70,28/11/2020,16:59:48,454.55,nan,No,20.97,
71,28/11/2020,16:59:48,454.55,No,20.97,,
72,28/11/2020,16:59:49,434.78,No,20.97,,
73,28/11/2020,16:59:49,476.19,No,20.97,,
74,28/11/2020,16:59:49,434.78,No,20.97,,
75,28/11/2020,16:59:49,434.78,No,20.97,,
76,28/11/2020,16:59:50,476.19,No,20.97,,
77,28/11/2020,16:59:50,476.19,No,20.97,,
78,28/11/2020,16:59:51,454.55,nan,No,20.97,
79,28/11/2020,16:59:51,454.55,nan,No,20.97,
80,28/11/2020,16:59:51,454.55,nan,No,20.97,
81,28/11/2020,16:59:51,500.00,nan,No,20.97,
82,28/11/2020,16:59:52,500.00,nan,No,20.97,
83,28/11/2020,16:59:52,476.19,nan,No,20.97,
84,28/11/2020,16:59:52,500.00,nan,No,20.97,
85,28/11/2020,16:59:52,500.00,nan,No,20.97,
86,28/11/2020,16:59:53,476.19,nan,No,20.97,
87,28/11/2020,16:59:53,454.55,nan,No,20.97,
88,28/11/2020,16:59:53,476.19,nan,No,20.97,
89,28/11/2020,16:59:54,476.19,nan,No,20.97,
90,28/11/2020,16:59:54,476.19,nan,No,20.97,
91,28/11/2020,16:59:54,434.78,nan,No,20.97,
92,28/11/2020,16:59:54,400.00,nan,No,20.97,
93,28/11/2020,16:59:55,384.62,nan,No,20.97,
94,28/11/2020,16:59:55,370.37,nan,No,20.97,
95,28/11/2020,16:59:55,370.37,nan,No,20.97,
96,28/11/2020,16:59:55,357.14,nan,No,20.97,
97,28/11/2020,16:59:56,370.37,22.16,36.81,No,20.97
98,28/11/2020,16:59:56,344.83,22.15,36.80,No,20.97
99,28/11/2020,16:59:56,357.14,22.11,36.75,No,20.97
