,Date,Time,Distance away,Unadjusted_Temp,Temperature,Overheated,Average ambient temperature
0,11/12/2020,15:23:21,112.36,31.00,36.95,No,23.50
1,11/12/2020,15:23:21,108.70,32.00,36.95,No,23.57
2,11/12/2020,15:23:22,105.26,32.00,36.95,No,23.62
3,11/12/2020,15:23:22,104.17,32.00,36.95,No,23.65
4,11/12/2020,15:23:23,104.17,32.00,36.95,No,23.68
5,11/12/2020,15:23:24,105.26,32.00,36.95,No,23.72
6,11/12/2020,15:23:24,103.09,32.00,36.95,No,23.76
7,11/12/2020,15:23:25,105.26,32.00,36.95,No,23.80
8,11/12/2020,15:23:25,104.17,32.00,36.95,No,23.82
9,11/12/2020,15:23:35,120.48,27.06,36.71,No,24.11
10,11/12/2020,15:23:35,128.21,31.02,36.97,No,24.12
11,11/12/2020,15:23:36,147.06,31.00,36.95,No,24.13
12,11/12/2020,15:23:36,136.99,31.00,36.95,No,24.13
13,11/12/2020,15:23:37,136.99,31.00,36.95,No,24.13
14,11/12/2020,15:23:37,131.58,32.00,36.95,No,24.14
15,11/12/2020,15:23:38,133.33,32.00,36.95,No,24.15
16,11/12/2020,15:23:39,136.99,32.00,36.95,No,24.15
17,11/12/2020,15:23:39,142.86,32.00,36.95,No,24.15
18,11/12/2020,15:23:40,133.33,32.00,36.95,No,24.16
19,11/12/2020,15:23:40,135.14,32.00,36.95,No,24.16
20,11/12/2020,15:23:41,135.14,32.00,36.95,No,24.16
21,11/12/2020,15:23:41,136.99,32.00,36.95,No,24.17
22,11/12/2020,15:23:42,135.14,32.00,36.95,No,24.17
23,11/12/2020,15:23:43,133.33,32.00,36.95,No,24.20
24,11/12/2020,15:23:43,117.65,32.00,36.95,No,24.25
25,11/12/2020,15:23:44,116.28,32.00,36.95,No,24.31
26,11/12/2020,15:23:44,116.28,32.00,36.95,No,24.31
27,11/12/2020,15:23:45,114.94,32.00,36.95,No,24.30
28,11/12/2020,15:23:46,113.64,32.00,36.95,No,24.30
29,11/12/2020,15:23:46,107.53,31.00,36.95,No,24.30
30,11/12/2020,15:23:47,116.28,32.00,36.95,No,24.30
31,11/12/2020,15:23:47,114.94,nan,No,24.30,
32,11/12/2020,15:23:48,119.05,nan,No,24.30,
33,11/12/2020,15:23:48,117.65,nan,No,24.30,
34,11/12/2020,15:23:49,117.65,nan,No,24.30,
35,11/12/2020,15:23:50,126.58,31.14,36.79,No,24.30
36,11/12/2020,15:23:50,126.58,31.16,36.81,No,24.30
37,11/12/2020,15:23:51,121.95,31.24,36.89,No,24.30
38,11/12/2020,15:23:51,126.58,31.24,36.89,No,24.29
39,11/12/2020,15:23:52,121.95,31.19,36.84,No,24.29
40,11/12/2020,15:23:52,126.58,31.18,36.83,No,24.29
41,11/12/2020,15:23:53,133.33,31.00,36.95,No,24.28
42,11/12/2020,15:23:53,119.05,31.00,36.95,No,24.27
43,11/12/2020,15:23:54,117.65,31.00,36.95,No,24.25
44,11/12/2020,15:23:55,125.00,31.00,36.95,No,24.24
45,11/12/2020,15:23:55,106.38,31.00,36.95,No,24.23
46,11/12/2020,15:24:3,114.94,31.01,36.96,No,24.18
47,11/12/2020,15:24:4,99.01,31.02,36.97,No,24.17
48,11/12/2020,15:24:4,100.00,31.00,36.95,No,24.15
49,11/12/2020,15:24:5,99.01,31.00,36.95,No,24.14
50,11/12/2020,15:24:6,99.01,31.01,36.96,No,24.13
51,11/12/2020,15:24:6,100.00,31.01,36.96,No,24.12
52,11/12/2020,15:24:7,114.94,31.00,36.95,No,24.10
53,11/12/2020,15:24:7,121.95,31.02,36.97,No,24.09
54,11/12/2020,15:24:8,112.36,31.02,36.97,No,24.08
55,11/12/2020,15:24:8,109.89,31.03,36.98,No,24.07
56,11/12/2020,15:24:9,105.26,31.02,36.97,No,24.06
57,11/12/2020,15:24:9,95.24,31.02,36.97,No,24.05
58,11/12/2020,15:24:10,111.11,31.03,36.98,No,24.04
59,11/12/2020,15:24:11,119.05,31.03,36.98,No,24.02
60,11/12/2020,15:24:11,112.36,31.02,36.97,No,24.01
61,11/12/2020,15:24:12,114.94,31.03,36.98,No,24.00
62,11/12/2020,15:24:12,106.38,31.00,36.95,No,23.99
63,11/12/2020,15:24:13,113.64,31.01,36.96,No,23.98
64,11/12/2020,15:24:13,125.00,31.00,36.95,No,23.97
65,11/12/2020,15:24:14,126.58,32.00,36.95,No,23.96
66,11/12/2020,15:24:14,111.11,32.00,36.95,No,23.94
67,11/12/2020,15:24:15,114.94,32.00,36.95,No,23.93
68,11/12/2020,15:24:16,106.38,32.00,36.95,No,23.92
69,11/12/2020,15:24:16,106.38,32.00,36.95,No,23.91
70,11/12/2020,15:24:17,103.09,32.00,36.95,No,23.90
71,11/12/2020,15:24:17,105.26,32.00,36.95,No,23.89
72,11/12/2020,15:24:18,113.64,32.00,36.95,No,23.88
73,11/12/2020,15:24:18,113.64,32.00,36.95,No,23.87
74,11/12/2020,15:24:19,106.38,32.00,36.95,No,23.86
75,11/12/2020,15:24:19,111.11,32.00,36.95,No,23.85
76,11/12/2020,15:24:20,119.05,32.00,36.95,No,23.84
77,11/12/2020,15:24:21,112.36,31.00,36.95,No,23.83
78,11/12/2020,15:24:29,108.70,32.00,36.95,No,23.71
79,11/12/2020,15:24:29,114.94,32.00,36.95,No,23.70
80,11/12/2020,15:24:30,108.70,32.00,36.95,No,23.70
81,11/12/2020,15:24:31,113.64,32.00,36.95,No,23.69
82,11/12/2020,15:24:31,112.36,32.00,36.95,No,23.69
83,11/12/2020,15:24:32,111.11,32.00,36.95,No,23.69
84,11/12/2020,15:24:32,112.36,32.01,36.96,No,23.69
85,11/12/2020,15:24:33,117.65,32.00,36.95,No,23.69
86,11/12/2020,15:24:33,119.05,32.00,36.95,No,23.69
87,11/12/2020,15:24:34,111.11,32.00,36.95,No,23.69
88,11/12/2020,15:24:34,109.89,32.00,36.95,No,23.69
89,11/12/2020,15:24:35,111.11,32.00,36.95,No,23.69
90,11/12/2020,15:24:36,101.01,32.00,36.95,No,23.69
91,11/12/2020,15:24:36,98.04,32.00,36.95,No,23.68
92,11/12/2020,15:24:37,97.09,32.00,36.95,No,23.68
93,11/12/2020,15:24:37,101.01,32.00,36.95,No,23.68
94,11/12/2020,15:24:38,107.53,32.00,36.95,No,23.68
95,11/12/2020,15:24:38,96.15,32.00,36.95,No,23.67
96,11/12/2020,15:24:39,104.17,32.00,36.95,No,23.67
97,11/12/2020,15:24:39,100.00,32.00,36.95,No,23.67
98,11/12/2020,15:24:40,94.34,nan,No,23.67,
99,11/12/2020,15:24:44,98.04,30.00,36.95,No,23.63
