,Date,Time,Distance away,Temperature,Overheated,Average ambient temperature
0,13/7/2020,14:10:30,588.24,36.95,No,25.36
1,13/7/2020,14:10:31,555.56,36.95,No,25.36
2,13/7/2020,14:10:31,256.41,36.50,No,25.36
3,13/7/2020,14:10:31,909.09,36.50,No,25.36
4,13/7/2020,14:10:31,555.56,36.95,No,25.36
5,13/7/2020,14:10:31,909.09,36.37,No,25.36
6,13/7/2020,14:10:31,500.00,36.50,No,25.35
7,13/7/2020,14:10:33,250.00,36.50,No,25.33
8,13/7/2020,14:10:33,588.24,36.95,No,25.33
9,13/7/2020,14:10:33,833.33,36.50,No,25.33
10,13/7/2020,14:10:34,555.56,36.95,No,25.33
11,13/7/2020,14:10:34,500.00,36.95,No,25.32
12,13/7/2020,14:10:34,400.00,36.03,No,25.32
13,13/7/2020,14:10:35,416.67,36.95,No,25.32
14,13/7/2020,14:10:35,370.37,36.95,No,25.31
15,13/7/2020,14:10:35,222.22,36.50,No,25.31
16,13/7/2020,14:10:35,357.14,36.95,No,25.31
17,13/7/2020,14:10:35,238.10,36.50,No,25.31
18,13/7/2020,14:10:35,344.83,36.07,No,25.31
19,13/7/2020,14:10:36,322.58,36.95,No,25.30
20,13/7/2020,14:10:36,294.12,36.95,No,25.30
21,13/7/2020,14:10:36,250.00,36.95,No,25.29
22,13/7/2020,14:10:37,238.10,36.95,No,25.29
23,13/7/2020,14:10:37,232.56,36.50,No,25.28
24,13/7/2020,14:10:38,192.31,36.13,No,25.27
25,13/7/2020,14:10:39,212.77,36.95,No,25.26
26,13/7/2020,14:10:40,212.77,36.95,No,25.22
27,13/7/2020,14:10:55,909.09,36.95,No,25.02
28,13/7/2020,14:10:56,833.33,36.50,No,25.03
29,13/7/2020,14:10:56,769.23,36.50,No,25.04
30,13/7/2020,14:10:56,769.23,36.95,No,25.04
31,13/7/2020,14:10:57,714.29,36.95,No,25.05
32,13/7/2020,14:10:57,769.23,36.95,No,25.06
33,13/7/2020,14:10:57,714.29,36.95,No,25.07
34,13/7/2020,14:10:57,714.29,36.50,No,25.07
35,13/7/2020,14:10:57,833.33,36.50,No,25.07
36,13/7/2020,14:10:58,555.56,36.50,No,25.07
37,13/7/2020,14:10:58,714.29,36.06,No,25.07
38,13/7/2020,14:10:58,500.00,36.50,No,25.08
39,13/7/2020,14:10:58,714.29,36.50,No,25.08
40,13/7/2020,14:10:59,588.24,36.95,No,25.09
41,13/7/2020,14:10:59,555.56,36.95,No,25.09
42,13/7/2020,14:10:59,555.56,36.95,No,25.09
43,13/7/2020,14:11:0,476.19,36.32,No,25.09
44,13/7/2020,14:11:0,312.50,36.95,No,25.09
45,13/7/2020,14:11:0,476.19,36.60,No,25.09
46,13/7/2020,14:11:1,384.62,36.99,No,25.09
47,13/7/2020,14:11:1,400.00,36.26,No,25.10
48,13/7/2020,14:11:1,185.19,36.95,No,25.10
49,13/7/2020,14:11:1,357.14,36.44,No,25.09
50,13/7/2020,14:11:2,357.14,36.95,No,25.09
51,13/7/2020,14:11:2,333.33,36.95,No,25.09
52,13/7/2020,14:11:3,370.37,36.95,No,25.08
53,13/7/2020,14:11:4,212.77,36.50,No,25.08
54,13/7/2020,14:11:4,222.22,36.50,No,25.06
55,13/7/2020,14:11:6,250.00,36.50,No,25.02
56,13/7/2020,14:11:6,270.27,36.50,No,25.01
57,13/7/2020,14:11:11,263.16,36.50,No,24.89
58,13/7/2020,14:11:11,232.56,36.50,No,24.88
59,13/7/2020,14:11:12,175.44,36.50,No,24.88
60,13/7/2020,14:11:38,909.09,36.50,No,24.75
61,13/7/2020,14:11:40,588.24,36.95,No,24.74
62,13/7/2020,14:11:40,500.00,36.95,No,24.74
63,13/7/2020,14:11:40,434.78,36.95,No,24.74
64,13/7/2020,14:11:40,400.00,36.95,No,24.74
65,13/7/2020,14:11:41,333.33,36.50,No,24.73
66,13/7/2020,14:11:41,322.58,36.50,No,24.73
67,13/7/2020,14:11:42,322.58,36.95,No,24.74
68,13/7/2020,14:11:42,263.16,36.95,No,24.74
69,13/7/2020,14:11:42,232.56,36.50,No,24.74
70,13/7/2020,14:11:43,227.27,36.50,No,24.74
71,13/7/2020,14:11:43,227.27,36.95,No,24.74
72,13/7/2020,14:11:43,158.73,36.95,No,24.75
