,Date,Time,Distance away,Temperature,Overheated,Average ambient temperature
0,13/7/2020,14:46:35,416.67,36.50,No,24.35
1,13/7/2020,14:46:35,400.00,36.50,No,24.35
2,13/7/2020,14:46:35,400.00,36.50,No,24.35
3,13/7/2020,14:46:35,416.67,36.50,No,24.35
4,13/7/2020,14:46:35,370.37,36.50,No,24.35
5,13/7/2020,14:46:36,227.27,36.95,No,24.35
6,13/7/2020,14:46:37,192.31,36.50,No,24.35
7,13/7/2020,14:46:37,416.67,36.50,No,24.35
8,13/7/2020,14:46:37,384.62,36.50,No,24.35
9,13/7/2020,14:46:37,370.37,36.50,No,24.35
10,13/7/2020,14:46:37,188.68,36.50,No,24.35
11,13/7/2020,14:46:38,166.67,36.50,No,24.35
12,13/7/2020,14:46:40,476.19,36.50,No,24.35
13,13/7/2020,14:46:40,357.14,36.50,No,24.35
14,13/7/2020,14:46:40,370.37,36.50,No,24.35
15,13/7/2020,14:46:41,357.14,36.50,No,24.35
16,13/7/2020,14:46:41,370.37,36.50,No,24.35
17,13/7/2020,14:46:42,476.19,36.50,No,24.35
18,13/7/2020,14:46:42,476.19,36.50,No,24.35
19,13/7/2020,14:46:42,400.00,36.50,No,24.35
20,13/7/2020,14:46:42,454.55,36.50,No,24.35
21,13/7/2020,14:46:42,416.67,36.50,No,24.35
22,13/7/2020,14:46:42,416.67,36.50,No,24.35
23,13/7/2020,14:46:42,384.62,36.50,No,24.35
24,13/7/2020,14:46:43,400.00,36.50,No,24.35
25,13/7/2020,14:46:43,416.67,36.50,No,24.35
26,13/7/2020,14:46:43,370.37,36.50,No,24.35
27,13/7/2020,14:46:43,370.37,36.50,No,24.35
28,13/7/2020,14:46:43,370.37,36.50,No,24.35
29,13/7/2020,14:46:43,500.00,36.50,No,24.35
30,13/7/2020,14:46:43,357.14,36.50,No,24.35
31,13/7/2020,14:46:43,500.00,36.50,No,24.35
32,13/7/2020,14:46:44,434.78,36.50,No,24.35
33,13/7/2020,14:46:44,370.37,36.50,No,24.35
34,13/7/2020,14:46:44,384.62,36.50,No,24.35
35,13/7/2020,14:46:44,357.14,36.50,No,24.35
36,13/7/2020,14:46:44,400.00,36.50,No,24.35
37,13/7/2020,14:46:44,454.55,36.50,No,24.35
38,13/7/2020,14:46:44,333.33,36.50,No,24.35
39,13/7/2020,14:46:45,344.83,36.50,No,24.35
40,13/7/2020,14:46:45,370.37,36.50,No,24.35
41,13/7/2020,14:46:45,500.00,36.50,No,24.35
42,13/7/2020,14:46:45,384.62,36.50,No,24.35
43,13/7/2020,14:46:45,500.00,36.50,No,24.35
44,13/7/2020,14:46:45,357.14,36.50,No,24.35
45,13/7/2020,14:46:45,303.03,36.50,No,24.35
46,13/7/2020,14:46:45,476.19,36.50,No,24.35
47,13/7/2020,14:46:46,370.37,36.50,No,24.35
48,13/7/2020,14:46:46,172.41,36.50,No,24.35
49,13/7/2020,14:46:46,370.37,36.50,No,24.35
50,13/7/2020,14:46:46,181.82,36.50,No,24.35
51,13/7/2020,14:46:46,384.62,36.50,No,24.35
52,13/7/2020,14:46:47,416.67,36.50,No,24.36
53,13/7/2020,14:46:47,476.19,36.50,No,24.36
54,13/7/2020,14:46:47,370.37,36.50,No,24.37
55,13/7/2020,14:46:47,454.55,36.50,No,24.37
56,13/7/2020,14:46:47,370.37,36.50,No,24.38
57,13/7/2020,14:46:47,500.00,36.50,No,24.38
58,13/7/2020,14:46:47,344.83,36.50,No,24.39
59,13/7/2020,14:46:48,384.62,36.50,No,24.40
60,13/7/2020,14:46:48,357.14,36.50,No,24.43
61,13/7/2020,14:46:48,476.19,36.50,No,24.43
62,13/7/2020,14:46:48,357.14,36.50,No,24.44
63,13/7/2020,14:46:48,454.55,36.50,No,24.44
64,13/7/2020,14:46:49,384.62,36.50,No,24.45
65,13/7/2020,14:46:49,476.19,36.50,No,24.45
66,13/7/2020,14:46:50,370.37,36.50,No,24.49
67,13/7/2020,14:46:50,370.37,36.50,No,24.49
68,13/7/2020,14:46:50,384.62,36.50,No,24.50
69,13/7/2020,14:46:50,454.55,36.50,No,24.50
70,13/7/2020,14:46:50,384.62,36.50,No,24.51
71,13/7/2020,14:46:50,454.55,36.50,No,24.51
72,13/7/2020,14:46:50,833.33,36.50,No,24.51
73,13/7/2020,14:46:50,344.83,36.50,No,24.53
74,13/7/2020,14:46:50,370.37,36.50,No,24.53
75,13/7/2020,14:46:51,344.83,36.50,No,24.54
76,13/7/2020,14:46:51,454.55,36.50,No,24.54
77,13/7/2020,14:46:51,333.33,36.50,No,24.55
78,13/7/2020,14:46:51,476.19,36.50,No,24.55
79,13/7/2020,14:46:51,500.00,36.50,No,24.55
80,13/7/2020,14:46:51,357.14,36.50,No,24.56
81,13/7/2020,14:46:51,384.62,36.50,No,24.56
82,13/7/2020,14:46:51,357.14,36.50,No,24.58
83,13/7/2020,14:46:51,454.55,36.50,No,24.58
84,13/7/2020,14:46:51,714.29,36.50,No,24.58
85,13/7/2020,14:46:52,370.37,36.50,No,24.59
86,13/7/2020,14:46:52,454.55,36.50,No,24.59
87,13/7/2020,14:46:52,357.14,36.50,No,24.60
88,13/7/2020,14:46:52,526.32,36.50,No,24.60
89,13/7/2020,14:46:52,454.55,36.50,No,24.60
90,13/7/2020,14:46:52,344.83,36.50,No,24.61
91,13/7/2020,14:46:52,454.55,36.50,No,24.61
92,13/7/2020,14:46:53,344.83,36.50,No,24.62
93,13/7/2020,14:46:53,454.55,36.50,No,24.62
94,13/7/2020,14:46:53,344.83,36.50,No,24.64
95,13/7/2020,14:46:53,476.19,36.50,No,24.64
96,13/7/2020,14:46:53,344.83,36.50,No,24.65
97,13/7/2020,14:46:53,476.19,36.50,No,24.65
98,13/7/2020,14:46:53,384.62,36.50,No,24.65
99,13/7/2020,14:46:53,357.14,36.50,No,24.66
