,Date,Time,Distance away,Temperature,Overheated,Average ambient temperature
0,7/7/2020,10:10:54,161.29,36.95,No,24.51
1,7/7/2020,10:10:54,158.73,36.95,No,24.51
2,7/7/2020,10:10:55,158.73,36.95,No,24.51
3,7/7/2020,10:10:55,156.25,36.95,No,24.51
4,7/7/2020,10:10:55,158.73,36.95,No,24.51
5,7/7/2020,10:10:55,158.73,36.95,No,24.51
6,7/7/2020,10:10:56,153.85,36.95,No,24.51
7,7/7/2020,10:10:56,156.25,36.95,No,24.51
8,7/7/2020,10:10:56,156.25,36.95,No,24.50
9,7/7/2020,10:10:56,158.73,36.95,No,24.49
10,7/7/2020,10:10:56,156.25,36.95,No,24.48
11,7/7/2020,10:10:57,156.25,36.95,No,24.47
12,7/7/2020,10:10:57,158.73,36.95,No,24.47
13,7/7/2020,10:10:57,158.73,36.95,No,24.46
14,7/7/2020,10:10:57,158.73,36.95,No,24.46
15,7/7/2020,10:10:58,161.29,36.95,No,24.46
16,7/7/2020,10:10:58,158.73,36.95,No,24.46
17,7/7/2020,10:10:58,158.73,36.95,No,24.45
18,7/7/2020,10:10:58,163.93,36.95,No,24.45
19,7/7/2020,10:10:59,161.29,36.95,No,24.45
20,7/7/2020,10:10:59,156.25,36.95,No,24.45
21,7/7/2020,10:10:59,172.41,36.95,No,24.45
22,7/7/2020,10:11:0,158.73,36.95,No,24.44
23,7/7/2020,10:11:0,153.85,36.95,No,24.44
24,7/7/2020,10:11:0,158.73,36.95,No,24.44
25,7/7/2020,10:11:0,158.73,36.95,No,24.44
26,7/7/2020,10:11:1,156.25,36.95,No,24.43
27,7/7/2020,10:11:1,172.41,36.95,No,24.43
28,7/7/2020,10:11:1,166.67,36.95,No,24.43
29,7/7/2020,10:11:2,169.49,36.95,No,24.43
30,7/7/2020,10:11:2,166.67,36.95,No,24.42
31,7/7/2020,10:11:2,175.44,36.95,No,24.42
32,7/7/2020,10:11:2,161.29,36.95,No,24.42
33,7/7/2020,10:11:3,181.82,36.95,No,24.41
34,7/7/2020,10:11:3,163.93,36.95,No,24.41
35,7/7/2020,10:11:3,169.49,36.10,No,24.41
36,7/7/2020,10:11:3,161.29,36.95,No,24.41
37,7/7/2020,10:11:4,151.52,36.95,No,24.41
38,7/7/2020,10:11:4,151.52,36.95,No,24.41
39,7/7/2020,10:11:4,161.29,36.95,No,24.41
40,7/7/2020,10:11:4,158.73,36.95,No,24.41
41,7/7/2020,10:11:5,151.52,36.95,No,24.41
42,7/7/2020,10:11:5,135.14,36.95,No,24.41
43,7/7/2020,10:11:6,136.99,36.95,No,24.41
44,7/7/2020,10:11:7,163.93,36.95,No,24.42
45,7/7/2020,10:11:7,158.73,36.95,No,24.42
46,7/7/2020,10:11:7,178.57,36.95,No,24.42
47,7/7/2020,10:11:8,188.68,36.95,No,24.42
48,7/7/2020,10:11:8,185.19,36.95,No,24.42
49,7/7/2020,10:11:8,196.08,36.95,No,24.42
50,7/7/2020,10:11:8,181.82,36.95,No,24.42
51,7/7/2020,10:11:8,172.41,36.95,No,24.42
52,7/7/2020,10:11:9,178.57,36.95,No,24.43
53,7/7/2020,10:11:9,161.29,36.95,No,24.43
54,7/7/2020,10:11:9,161.29,36.95,No,24.43
55,7/7/2020,10:11:10,163.93,36.95,No,24.43
56,7/7/2020,10:11:10,163.93,36.95,No,24.43
57,7/7/2020,10:11:10,181.82,36.95,No,24.43
58,7/7/2020,10:11:10,185.19,36.95,No,24.43
59,7/7/2020,10:11:10,185.19,36.95,No,24.43
60,7/7/2020,10:11:11,181.82,36.95,No,24.44
61,7/7/2020,10:11:11,192.31,36.95,No,24.44
62,7/7/2020,10:11:11,196.08,36.95,No,24.44
63,7/7/2020,10:11:12,204.08,36.95,No,24.44
64,7/7/2020,10:11:12,208.33,36.95,No,24.44
65,7/7/2020,10:11:12,204.08,36.95,No,24.44
66,7/7/2020,10:11:12,196.08,36.95,No,24.44
67,7/7/2020,10:11:13,175.44,36.95,No,24.44
68,7/7/2020,10:11:13,188.68,36.95,No,24.44
69,7/7/2020,10:11:13,181.82,36.95,No,24.45
70,7/7/2020,10:11:13,169.49,36.95,No,24.45
71,7/7/2020,10:11:14,158.73,36.95,No,24.45
72,7/7/2020,10:11:14,161.29,36.95,No,24.45
73,7/7/2020,10:11:14,161.29,36.95,No,24.45
74,7/7/2020,10:11:14,163.93,36.95,No,24.45
75,7/7/2020,10:11:15,151.52,36.95,No,24.45
76,7/7/2020,10:11:15,169.49,51.63,24.46,
77,7/7/2020,10:11:15,204.08,56.26,24.46,
78,7/7/2020,10:11:15,181.82,57.88,24.46,
79,7/7/2020,10:11:16,185.19,50.63,24.46,
80,7/7/2020,10:11:16,181.82,53.67,24.46,
81,7/7/2020,10:11:16,188.68,55.90,24.46,
82,7/7/2020,10:11:16,178.57,36.95,No,24.46
83,7/7/2020,10:11:17,175.44,36.95,No,24.46
84,7/7/2020,10:11:17,158.73,36.95,No,24.47
85,7/7/2020,10:11:17,153.85,36.95,No,24.47
86,7/7/2020,10:11:17,147.06,36.95,No,24.47
87,7/7/2020,10:11:18,147.06,36.95,No,24.47
88,7/7/2020,10:11:18,161.29,38.43,24.47,
89,7/7/2020,10:11:19,158.73,58.76,24.47,
90,7/7/2020,10:11:20,140.85,36.50,No,24.48
91,7/7/2020,10:11:20,147.06,36.50,No,24.48
92,7/7/2020,10:11:21,147.06,36.50,No,24.47
93,7/7/2020,10:11:21,144.93,36.50,No,24.47
94,7/7/2020,10:11:21,144.93,36.50,No,24.47
95,7/7/2020,10:11:23,147.06,36.50,No,24.47
96,7/7/2020,10:11:23,149.25,36.50,No,24.47
97,7/7/2020,10:11:24,151.52,36.50,No,24.47
98,7/7/2020,10:11:24,149.25,36.50,No,24.47
99,7/7/2020,10:11:25,142.86,36.50,No,24.47
