,Date,Time,Distance away,Temperature,Overheated,Average ambient temperature
0,3/6/2020,21:42:36,98.04,36.98,No,24.31
1,3/6/2020,21:42:36,96.15,37.01,No,24.32
2,3/6/2020,21:42:36,96.15,37.15,No,24.32
3,3/6/2020,21:42:37,91.46,36.42,No,24.32
4,3/6/2020,21:42:37,86.21,36.40,No,24.33
5,3/6/2020,21:42:37,88.76,36.56,No,24.33
6,3/6/2020,21:42:38,94.34,36.45,No,24.33
7,3/6/2020,21:42:38,96.15,36.98,No,24.34
8,3/6/2020,21:42:38,94.34,37.38,No,24.34
9,3/6/2020,21:42:38,98.04,36.97,No,24.35
10,3/6/2020,21:42:39,93.75,36.43,No,24.35
11,3/6/2020,21:42:39,89.82,36.40,No,24.35
12,3/6/2020,21:42:39,78.12,36.92,No,24.36
13,3/6/2020,21:42:39,78.95,36.95,No,24.36
14,3/6/2020,21:42:41,100.67,36.85,No,24.37
15,3/6/2020,21:42:41,81.97,36.58,No,24.37
16,3/6/2020,21:42:41,82.87,36.78,No,24.37
17,3/6/2020,21:42:41,81.97,36.33,No,24.38
18,3/6/2020,21:42:42,83.80,36.82,No,24.38
19,3/6/2020,21:42:42,81.97,36.71,No,24.39
20,3/6/2020,21:42:42,82.42,36.67,No,24.39
21,3/6/2020,21:42:43,105.63,36.77,No,24.40
22,3/6/2020,21:42:47,142.86,36.95,No,24.42
23,3/6/2020,21:42:53,157.89,36.98,No,24.35
24,3/6/2020,21:42:53,170.45,36.95,No,24.35
25,3/6/2020,21:42:54,168.54,36.97,No,24.35
26,3/6/2020,21:43:14,125.00,36.95,No,24.33
27,3/6/2020,21:43:14,127.12,36.95,No,24.34
28,3/6/2020,21:43:14,122.95,36.99,No,24.34
29,3/6/2020,21:43:25,96.15,36.71,No,24.48
30,3/6/2020,21:43:25,103.45,36.95,No,24.47
31,3/6/2020,21:43:25,119.05,36.95,No,24.47
32,3/6/2020,21:43:26,148.51,36.82,No,24.47
33,3/6/2020,21:43:26,163.04,36.95,No,24.47
34,3/6/2020,21:43:26,178.57,36.73,No,24.47
35,3/6/2020,21:43:27,187.50,36.26,No,24.46
36,3/6/2020,21:43:27,230.77,36.79,No,24.46
37,3/6/2020,21:43:27,245.90,36.32,No,24.46
38,3/6/2020,21:43:27,241.94,36.68,No,24.45
39,3/6/2020,21:43:28,238.10,36.65,No,24.45
40,3/6/2020,21:43:28,238.10,36.27,No,24.44
41,3/6/2020,21:43:28,250.00,36.77,No,24.44
42,3/6/2020,21:43:28,254.24,36.95,No,24.43
43,3/6/2020,21:43:29,234.38,36.26,No,24.42
44,3/6/2020,21:43:29,258.62,36.86,No,24.42
45,3/6/2020,21:43:29,258.62,36.74,No,24.41
46,3/6/2020,21:43:30,245.90,36.85,No,24.41
47,3/6/2020,21:43:30,234.38,36.68,No,24.41
48,3/6/2020,21:43:30,250.00,36.36,No,24.40
49,3/6/2020,21:43:30,254.24,36.70,No,24.40
50,3/6/2020,21:43:31,288.46,36.56,No,24.39
51,3/6/2020,21:43:31,300.00,36.95,No,24.38
52,3/6/2020,21:43:31,319.15,36.26,No,24.38
53,3/6/2020,21:43:31,333.33,36.51,No,24.37
54,3/6/2020,21:43:32,333.33,36.49,No,24.37
55,3/6/2020,21:43:32,348.84,36.95,No,24.36
56,3/6/2020,21:43:32,319.15,36.95,No,24.36
57,3/6/2020,21:43:33,288.46,36.95,No,24.35
58,3/6/2020,21:43:33,272.73,36.25,No,24.34
59,3/6/2020,21:43:33,234.38,36.95,No,24.34
60,3/6/2020,21:43:33,202.70,36.95,No,24.33
61,3/6/2020,21:43:34,176.47,36.95,No,24.32
62,3/6/2020,21:43:34,174.42,36.79,No,24.32
63,3/6/2020,21:43:34,148.51,36.89,No,24.32
64,3/6/2020,21:43:34,150.00,36.82,No,24.31
65,3/6/2020,21:43:35,135.14,36.95,No,24.31
66,3/6/2020,21:43:35,148.51,36.95,No,24.31
67,3/6/2020,21:43:35,136.36,36.35,No,24.31
68,3/6/2020,21:43:36,131.58,36.33,No,24.31
69,3/6/2020,21:43:36,137.61,36.37,No,24.32
70,3/6/2020,21:43:36,150.00,36.66,No,24.32
71,3/6/2020,21:43:36,147.06,36.99,No,24.32
72,3/6/2020,21:43:37,147.06,36.52,No,24.32
73,3/6/2020,21:43:37,154.64,36.95,No,24.33
74,3/6/2020,21:43:37,142.86,36.97,No,24.33
75,3/6/2020,21:43:38,138.89,36.98,No,24.33
76,3/6/2020,21:43:38,150.00,36.98,No,24.32
77,3/6/2020,21:43:38,151.52,36.95,No,24.32
78,3/6/2020,21:43:38,159.57,36.99,No,24.32
79,3/6/2020,21:43:39,148.51,36.96,No,24.33
80,3/6/2020,21:43:39,137.61,36.95,No,24.33
81,3/6/2020,21:43:39,144.23,36.95,No,24.33
82,3/6/2020,21:43:40,164.84,36.26,No,24.35
83,3/6/2020,21:43:41,168.54,36.31,No,24.36
84,3/6/2020,21:43:41,164.84,36.23,No,24.36
85,3/6/2020,21:43:42,176.47,36.88,No,24.37
86,3/6/2020,21:43:42,176.47,36.84,No,24.37
87,3/6/2020,21:43:42,147.06,36.38,No,24.37
88,3/6/2020,21:43:43,144.23,36.21,No,24.37
89,3/6/2020,21:43:43,142.86,36.95,No,24.37
90,3/6/2020,21:43:43,140.19,36.95,No,24.38
91,3/6/2020,21:43:43,142.86,36.95,No,24.38
92,3/6/2020,21:43:44,136.36,36.95,No,24.39
93,3/6/2020,21:43:44,138.89,36.97,No,24.39
94,3/6/2020,21:43:44,142.86,36.95,No,24.39
95,3/6/2020,21:43:44,122.95,36.76,No,24.40
