,Date,Time,Distance away,Temperature,Overheated,Average ambient temperature
0,15/6/2020,10:15:39,138.89,36.95,No,19.58
1,15/6/2020,10:15:39,119.05,36.95,No,19.58
2,15/6/2020,10:15:40,100.00,36.99,No,19.59
3,15/6/2020,10:15:44,89.29,36.43,No,19.61
4,15/6/2020,10:15:44,94.34,36.57,No,19.61
5,15/6/2020,10:15:44,90.91,36.44,No,19.61
6,15/6/2020,10:15:45,85.47,36.76,No,19.62
7,15/6/2020,10:15:45,74.63,36.79,No,19.63
8,15/6/2020,10:15:45,52.63,36.92,No,19.65
9,15/6/2020,10:16:33,94.34,36.38,Yes,19.42
10,15/6/2020,10:16:45,63.29,37.00,Yes,19.49
11,15/6/2020,10:16:46,50.00,36.98,19.50,
12,15/6/2020,10:16:46,38.91,36.95,19.52,
13,15/6/2020,10:16:46,34.36,36.25,19.55,
14,15/6/2020,10:16:46,32.79,36.90,19.55,
15,15/6/2020,10:16:53,93.46,36.38,Yes,19.69
16,15/6/2020,10:16:54,90.91,36.38,19.69,
17,15/6/2020,10:16:54,69.44,36.76,19.69,
18,15/6/2020,10:16:59,227.27,36.34,Yes,19.54
19,15/6/2020,10:17:0,227.27,36.24,19.55,
20,15/6/2020,10:17:18,123.46,36.97,Yes,19.80
21,15/6/2020,10:17:19,121.95,36.78,19.80,
22,15/6/2020,10:17:19,103.09,36.98,19.81,
23,15/6/2020,10:17:19,95.24,36.75,19.82,
24,15/6/2020,10:17:19,92.59,36.38,Yes,19.83
25,15/6/2020,10:17:20,87.72,36.38,19.84,
26,15/6/2020,10:17:21,84.03,36.50,Yes,20.58
27,15/6/2020,10:17:22,75.19,36.50,20.73,
28,15/6/2020,10:17:22,76.92,36.50,20.77,
29,15/6/2020,10:17:22,74.07,36.50,Yes,20.81
30,15/6/2020,10:17:23,84.75,36.50,20.86,
31,15/6/2020,10:17:23,80.65,36.50,20.87,
32,15/6/2020,10:17:24,90.91,36.50,Yes,20.88
33,15/6/2020,10:17:24,90.91,36.50,20.89,
34,15/6/2020,10:17:24,84.03,36.50,20.90,
35,15/6/2020,10:17:24,83.33,36.50,20.91,
36,15/6/2020,10:17:25,89.29,36.50,20.91,
37,15/6/2020,10:17:25,89.29,36.50,Yes,20.91
38,15/6/2020,10:17:25,89.29,36.50,20.89,
39,15/6/2020,10:17:25,90.09,36.50,20.84,
40,15/6/2020,10:17:25,88.50,36.50,20.77,
41,15/6/2020,10:17:26,86.96,36.50,20.74,
42,15/6/2020,10:17:26,89.29,36.50,Yes,20.73
43,15/6/2020,10:17:26,90.91,36.50,20.73,
44,15/6/2020,10:17:26,86.96,36.50,20.73,
45,15/6/2020,10:17:26,84.03,36.50,20.74,
46,15/6/2020,10:17:27,90.09,36.50,20.74,
47,15/6/2020,10:17:27,94.34,36.38,Yes,20.74
48,15/6/2020,10:17:27,109.89,36.77,20.74,
49,15/6/2020,10:17:27,96.15,36.50,20.74,
50,15/6/2020,10:17:28,96.15,36.50,20.75,
51,15/6/2020,10:17:28,100.00,36.50,20.73,
52,15/6/2020,10:17:29,80.65,36.50,Yes,20.67
53,15/6/2020,10:17:30,92.59,36.50,20.67,
54,15/6/2020,10:17:30,93.46,36.41,20.66,
55,15/6/2020,10:17:30,93.46,36.38,20.61,
56,15/6/2020,10:17:30,98.04,36.95,Yes,20.51
57,15/6/2020,10:17:31,116.28,36.95,20.41,
58,15/6/2020,10:17:31,109.89,36.95,20.30,
59,15/6/2020,10:17:31,102.04,36.99,20.19,
60,15/6/2020,10:17:31,106.38,36.72,20.08,
61,15/6/2020,10:17:31,113.64,36.97,Yes,20.00
62,15/6/2020,10:17:32,104.17,36.95,19.95,
63,15/6/2020,10:17:32,111.11,36.95,19.90,
64,15/6/2020,10:17:32,100.00,36.97,19.85,
