,Unnamed: 0,Date,Time,Distance away,Unadjusted_Temp,Temperature,Overheated,Average ambient temperature
39,39.0,26/10/2020,10:40:39,256.41,31.0,36.95,No,26.37
40,40.0,26/10/2020,10:40:39,212.77,31.0,36.95,Yes,26.37
41,41.0,26/10/2020,10:40:40,217.39,31.0,36.95,pause,26.37
42,42.0,26/10/2020,10:40:41,344.83,32.0,36.95,No,26.34
43,43.0,26/10/2020,10:40:41,370.37,32.0,36.95,No,26.34
44,44.0,26/10/2020,10:40:42,384.62,32.0,36.95,No,26.34
45,45.0,26/10/2020,10:40:42,384.62,,No,26.33,
46,46.0,26/10/2020,10:40:42,500.0,,No,26.33,
47,47.0,26/10/2020,10:40:42,500.0,,No,26.32,
48,48.0,26/10/2020,10:40:43,476.19,28.0,36.95,No,26.32
49,49.0,26/10/2020,10:40:43,500.0,,No,26.31,
50,50.0,26/10/2020,10:40:43,454.55,,No,26.31,
51,51.0,26/10/2020,10:40:43,476.19,,No,26.31,
52,52.0,26/10/2020,10:40:44,454.55,,No,26.30,
53,53.0,26/10/2020,10:40:44,476.19,,No,26.30,
54,54.0,26/10/2020,10:40:44,476.19,,No,26.29,
55,55.0,26/10/2020,10:40:45,476.19,,No,26.29,
56,56.0,26/10/2020,10:40:45,454.55,,No,26.29,
57,57.0,26/10/2020,10:40:45,500.0,,No,26.28,
58,58.0,26/10/2020,10:40:45,434.78,28.0,36.95,No,26.28
59,59.0,26/10/2020,10:40:46,476.19,28.0,36.95,No,26.27
60,60.0,26/10/2020,10:40:46,416.67,28.0,36.95,No,26.26
61,61.0,26/10/2020,10:40:46,416.67,28.0,36.95,No,26.25
62,62.0,26/10/2020,10:40:46,416.67,28.0,36.95,No,26.25
63,63.0,26/10/2020,10:40:47,416.67,28.0,36.95,No,26.24
64,64.0,26/10/2020,10:40:47,416.67,,No,26.23,
65,65.0,26/10/2020,10:40:48,400.0,,No,26.22,
66,66.0,26/10/2020,10:40:48,434.78,,No,26.21,
67,67.0,26/10/2020,10:40:48,500.0,28.0,36.95,No,26.21
68,68.0,26/10/2020,10:40:49,416.67,,No,26.20,
69,69.0,26/10/2020,10:40:49,333.33,27.0,36.95,No,26.18
70,70.0,26/10/2020,10:40:50,344.83,27.0,36.95,No,26.18
71,71.0,26/10/2020,10:40:50,454.55,27.0,36.95,No,26.17
72,72.0,26/10/2020,10:40:50,370.37,,No,26.17,
73,73.0,26/10/2020,10:40:50,454.55,,No,26.16,
74,74.0,26/10/2020,10:40:51,434.78,,No,26.15,
75,75.0,26/10/2020,10:40:51,454.55,,No,26.15,
76,76.0,26/10/2020,10:40:51,400.0,28.0,36.95,No,26.14
77,77.0,26/10/2020,10:40:51,384.62,29.0,36.95,No,26.14
78,78.0,26/10/2020,10:40:52,400.0,28.0,36.95,No,26.13
79,79.0,26/10/2020,10:40:52,400.0,28.0,36.95,No,26.12
80,80.0,26/10/2020,10:40:52,400.0,28.0,36.95,No,26.12
81,81.0,26/10/2020,10:40:53,476.19,28.0,36.95,No,26.11
82,82.0,26/10/2020,10:40:54,416.67,28.0,36.95,No,26.08
83,83.0,26/10/2020,10:40:54,434.78,28.19,36.84,No,26.06
84,84.0,26/10/2020,10:40:55,400.0,28.0,36.95,No,26.06
85,85.0,26/10/2020,10:40:55,370.37,30.0,36.95,No,26.05
86,86.0,26/10/2020,10:40:55,400.0,27.0,36.95,No,26.04
87,87.0,26/10/2020,10:40:55,370.37,,No,26.04,
88,88.0,26/10/2020,10:40:56,476.19,,No,26.02,
89,89.0,26/10/2020,10:41:0,500.0,,No,25.95,
90,90.0,26/10/2020,10:41:0,476.19,,No,25.95,
91,91.0,26/10/2020,10:41:0,526.32,,No,25.94,
92,92.0,26/10/2020,10:41:0,526.32,,No,25.94,
93,93.0,26/10/2020,10:41:1,454.55,,No,25.92,
94,94.0,26/10/2020,10:41:1,476.19,,No,25.91,
95,95.0,26/10/2020,10:41:1,454.55,,No,25.91,
96,96.0,26/10/2020,10:41:2,526.32,28.0,36.95,No,25.89
97,97.0,26/10/2020,10:41:2,526.32,,No,25.89,
98,98.0,26/10/2020,10:41:2,476.19,,No,25.88,
99,99.0,26/10/2020,10:41:3,454.55,,No,25.87,
0,,26/10/2020,10:41:3,454.55,nan,No,25.86,
1,,26/10/2020,10:41:3,434.78,nan,No,25.86,
2,,26/10/2020,10:41:3,454.55,nan,No,25.85,
3,,26/10/2020,10:41:4,454.55,nan,No,25.84,
4,,26/10/2020,10:41:4,434.78,nan,No,25.83,
5,,26/10/2020,10:41:4,476.19,nan,No,25.82,
6,,26/10/2020,10:41:4,500.00,nan,No,25.81,
7,,26/10/2020,10:41:5,434.78,nan,No,25.80,
8,,26/10/2020,10:41:5,555.56,nan,No,25.79,
9,,26/10/2020,10:41:5,476.19,nan,No,25.79,
10,,26/10/2020,10:41:6,500.00,nan,No,25.78,
11,,26/10/2020,10:41:6,454.55,28.00,36.95,No,25.77
12,,26/10/2020,10:41:6,434.78,nan,No,25.76,
13,,26/10/2020,10:41:6,416.67,nan,No,25.76,
14,,26/10/2020,10:41:7,416.67,nan,No,25.75,
15,,26/10/2020,10:41:7,400.00,nan,No,25.74,
16,,26/10/2020,10:41:7,454.55,nan,No,25.74,
17,,26/10/2020,10:41:7,434.78,28.00,36.95,No,25.73
18,,26/10/2020,10:41:8,416.67,nan,No,25.72,
19,,26/10/2020,10:41:8,434.78,nan,No,25.71,
20,,26/10/2020,10:41:8,400.00,nan,No,25.71,
21,,26/10/2020,10:41:8,434.78,nan,No,25.70,
22,,26/10/2020,10:41:9,434.78,28.00,36.95,No,25.69
23,,26/10/2020,10:41:9,434.78,nan,No,25.68,
24,,26/10/2020,10:41:9,400.00,nan,No,25.67,
25,,26/10/2020,10:41:10,476.19,nan,No,25.66,
26,,26/10/2020,10:41:10,434.78,nan,No,25.65,
27,,26/10/2020,10:41:10,454.55,nan,No,25.65,
28,,26/10/2020,10:41:10,500.00,nan,No,25.64,
29,,26/10/2020,10:41:11,500.00,nan,No,25.64,
30,,26/10/2020,10:41:11,500.00,nan,No,25.63,
31,,26/10/2020,10:41:11,476.19,28.00,36.95,No,25.63
32,,26/10/2020,10:41:11,476.19,nan,No,25.62,
33,,26/10/2020,10:41:12,476.19,nan,No,25.62,
34,,26/10/2020,10:41:12,454.55,nan,No,25.61,
35,,26/10/2020,10:41:12,434.78,nan,No,25.61,
36,,26/10/2020,10:41:12,416.67,29.00,36.95,No,25.60
37,,26/10/2020,10:41:13,384.62,nan,No,25.60,
38,,26/10/2020,10:41:13,357.14,28.00,36.95,No,25.59
39,,26/10/2020,10:41:20,181.82,28.04,36.99,Yes,25.49
40,,26/10/2020,10:41:21,212.77,29.51,36.46,No,25.47
41,,26/10/2020,10:41:23,312.50,29.37,36.32,No,25.42
42,,26/10/2020,10:41:24,370.37,28.00,36.95,No,25.42
43,,26/10/2020,10:41:24,357.14,29.00,36.95,No,25.40
44,,26/10/2020,10:41:25,294.12,28.41,36.36,No,25.39
45,,26/10/2020,10:41:26,270.27,29.00,36.95,No,25.38
46,,26/10/2020,10:41:26,250.00,29.00,36.95,No,25.37
47,,26/10/2020,10:41:26,243.90,29.00,36.95,No,25.37
48,,26/10/2020,10:41:27,243.90,30.00,36.95,No,25.36
49,,26/10/2020,10:41:49,555.56,27.00,36.95,No,25.08
50,,26/10/2020,10:41:49,434.78,nan,No,25.08,
51,,26/10/2020,10:41:49,416.67,nan,No,25.08,
52,,26/10/2020,10:41:50,400.00,nan,No,25.08,
53,,26/10/2020,10:41:50,384.62,nan,No,25.08,
54,,26/10/2020,10:41:50,370.37,nan,No,25.08,
55,,26/10/2020,10:41:50,333.33,nan,No,25.07,
56,,26/10/2020,10:41:51,333.33,27.06,36.71,No,25.07
57,,26/10/2020,10:41:51,333.33,29.00,36.95,No,25.07
58,,26/10/2020,10:41:51,285.71,30.00,36.95,No,25.06
59,,26/10/2020,10:41:51,303.03,30.00,36.95,No,25.06
60,,26/10/2020,10:41:52,256.41,28.65,36.60,No,25.06
61,,26/10/2020,10:41:52,243.90,29.00,36.95,No,25.05
62,,26/10/2020,10:41:52,243.90,30.00,36.95,No,25.05
63,,26/10/2020,10:41:53,208.33,30.00,36.95,Yes,25.05
