,Date,Time,Distance away,Unadjusted_Temp,Temperature,Overheated,Average ambient temperature
0,8/12/2020,11:0:46,113.64,30.00,36.95,No,21.54
1,8/12/2020,11:0:46,114.94,30.00,36.95,No,21.54
2,8/12/2020,11:0:47,123.46,30.00,36.95,No,21.54
3,8/12/2020,11:0:49,151.52,28.17,36.82,No,21.54
4,8/12/2020,11:0:49,166.67,28.45,36.40,No,21.54
5,8/12/2020,11:0:50,151.52,30.00,36.95,No,21.54
6,8/12/2020,11:0:50,140.85,30.00,36.95,No,21.54
7,8/12/2020,11:0:51,119.05,30.00,36.95,No,21.54
8,8/12/2020,11:0:51,103.09,30.00,36.95,No,21.54
9,8/12/2020,11:0:52,103.09,30.00,36.95,No,21.54
10,8/12/2020,11:0:52,105.26,30.00,36.95,No,21.54
11,8/12/2020,11:0:53,99.01,30.00,36.95,No,21.54
12,8/12/2020,11:0:53,106.38,30.00,36.95,No,21.54
13,8/12/2020,11:0:53,101.01,30.00,36.95,No,21.54
14,8/12/2020,11:0:54,101.01,30.00,36.95,No,21.54
15,8/12/2020,11:0:54,100.00,30.00,36.95,No,21.54
16,8/12/2020,11:0:55,100.00,30.00,36.95,No,21.54
17,8/12/2020,11:0:55,104.17,30.00,36.95,No,21.54
18,8/12/2020,11:0:55,107.53,30.00,36.95,No,21.54
19,8/12/2020,11:0:56,105.26,30.00,36.95,No,21.54
20,8/12/2020,11:0:56,104.17,30.00,36.95,No,21.54
21,8/12/2020,11:0:57,112.36,30.00,36.95,No,21.54
22,8/12/2020,11:0:58,114.94,30.00,36.95,No,21.54
23,8/12/2020,11:0:58,119.05,30.00,36.95,No,21.54
24,8/12/2020,11:0:58,111.11,30.00,36.95,No,21.54
25,8/12/2020,11:0:59,111.11,30.00,36.95,No,21.54
26,8/12/2020,11:0:59,111.11,30.00,36.95,No,21.54
27,8/12/2020,11:1:0,121.95,28.65,36.60,No,21.54
28,8/12/2020,11:1:0,107.53,23.81,36.76,No,21.54
29,8/12/2020,11:1:0,119.05,22.00,36.95,No,21.54
30,8/12/2020,11:1:1,131.58,27.22,36.87,No,21.54
31,8/12/2020,11:1:1,101.01,25.39,36.34,No,21.54
32,8/12/2020,11:1:2,121.95,25.26,36.21,No,21.54
33,8/12/2020,11:1:2,117.65,25.18,36.83,No,21.54
34,8/12/2020,11:1:2,117.65,25.07,36.72,No,21.54
35,8/12/2020,11:1:3,116.28,25.07,36.72,No,21.54
36,8/12/2020,11:1:3,117.65,25.07,36.72,No,21.54
37,8/12/2020,11:1:4,128.21,25.23,36.88,No,21.54
38,8/12/2020,11:1:4,119.05,25.35,36.30,No,21.54
39,8/12/2020,11:1:4,114.94,30.00,36.95,No,21.54
40,8/12/2020,11:1:5,123.46,30.00,36.95,No,21.54
41,8/12/2020,11:1:7,106.38,30.00,36.95,No,21.54
42,8/12/2020,11:1:8,120.48,28.60,36.55,No,21.54
43,8/12/2020,11:1:9,119.05,29.13,36.78,No,21.54
44,8/12/2020,11:1:10,117.65,27.98,36.93,No,21.54
45,8/12/2020,11:1:11,131.58,30.00,36.95,No,21.54
46,8/12/2020,11:1:11,128.21,30.00,36.95,No,21.54
47,8/12/2020,11:1:12,138.89,26.88,36.83,No,21.54
48,8/12/2020,11:1:12,126.58,28.42,36.37,No,21.54
49,8/12/2020,11:1:12,123.46,27.77,36.72,No,21.54
50,8/12/2020,11:1:13,126.58,25.60,36.55,No,21.54
51,8/12/2020,11:1:13,129.87,25.33,36.28,No,21.54
52,8/12/2020,11:1:14,136.99,25.14,36.79,No,21.54
53,8/12/2020,11:1:14,138.89,25.10,36.75,No,21.54
54,8/12/2020,11:1:15,138.89,25.09,36.74,No,21.54
55,8/12/2020,11:1:15,142.86,25.09,36.74,No,21.54
56,8/12/2020,11:1:15,147.06,24.19,36.84,No,21.54
57,8/12/2020,11:1:16,140.85,25.10,36.75,No,21.54
58,8/12/2020,11:1:16,136.99,25.09,36.74,No,21.54
59,8/12/2020,11:1:17,131.58,25.08,36.73,No,21.54
60,8/12/2020,11:1:17,133.33,25.08,36.73,No,21.54
61,8/12/2020,11:1:17,135.14,25.09,36.74,No,21.54
62,8/12/2020,11:1:18,138.89,25.08,36.73,No,21.54
63,8/12/2020,11:1:18,136.99,25.08,36.73,No,21.54
64,8/12/2020,11:1:19,136.99,25.08,36.73,No,21.54
65,8/12/2020,11:1:19,135.14,25.08,36.73,No,21.54
66,8/12/2020,11:1:19,138.89,25.08,36.73,No,21.54
67,8/12/2020,11:1:20,140.85,25.10,36.75,No,21.54
68,8/12/2020,11:1:20,135.14,25.09,36.74,No,21.54
69,8/12/2020,11:1:21,123.46,25.66,36.61,No,21.54
70,8/12/2020,11:1:21,105.26,26.62,36.57,No,21.54
71,8/12/2020,11:1:22,94.34,26.85,36.23,No,21.54
72,8/12/2020,11:1:22,102.04,26.75,36.70,No,21.54
73,8/12/2020,11:1:22,108.70,27.17,36.82,No,21.54
74,8/12/2020,11:1:23,107.53,27.09,36.74,No,21.54
75,8/12/2020,11:1:23,107.53,27.12,36.77,No,21.54
76,8/12/2020,11:1:24,102.04,26.42,36.37,No,21.54
77,8/12/2020,11:1:24,93.46,27.78,36.86,No,21.54
78,8/12/2020,11:1:25,102.04,27.57,36.52,No,21.54
79,8/12/2020,11:1:26,116.28,27.43,36.38,No,21.54
80,8/12/2020,11:1:26,113.64,25.81,36.76,No,21.54
81,8/12/2020,11:1:27,117.65,25.70,36.65,No,21.54
82,8/12/2020,11:1:27,116.28,25.63,36.58,No,21.54
83,8/12/2020,11:1:27,117.65,25.70,36.65,No,21.54
84,8/12/2020,11:1:28,116.28,25.70,36.65,No,21.54
85,8/12/2020,11:1:28,116.28,27.33,36.28,No,21.54
86,8/12/2020,11:1:29,113.64,27.69,36.64,No,21.54
87,8/12/2020,11:1:29,107.53,28.48,36.43,No,21.54
88,8/12/2020,11:1:30,109.89,28.40,36.35,No,21.54
89,8/12/2020,11:1:30,111.11,28.19,36.84,No,21.54
90,8/12/2020,11:1:30,113.64,27.41,36.36,No,21.54
91,8/12/2020,11:1:31,114.94,27.72,36.67,No,21.54
92,8/12/2020,11:1:31,119.05,26.23,36.88,No,21.54
93,8/12/2020,11:1:32,120.48,26.15,36.80,No,21.54
94,8/12/2020,11:1:32,116.28,27.60,36.55,No,21.54
95,8/12/2020,11:1:32,114.94,27.75,36.70,No,21.54
96,8/12/2020,11:1:33,120.48,27.49,36.44,No,21.54
97,8/12/2020,11:1:33,123.46,26.06,36.71,No,21.54
98,8/12/2020,11:1:34,119.05,27.46,36.41,No,21.54
99,8/12/2020,11:1:34,120.48,26.11,36.76,No,21.54
