,Date,Time,Distance away,Unadjusted_Temp,Temperature,Overheated,Average ambient temperature
0,8/12/2020,10:46:18,175.44,26.93,36.88,No,23.04
1,8/12/2020,10:46:19,181.82,26.50,36.45,No,23.03
2,8/12/2020,10:46:19,188.68,26.82,36.77,No,23.02
3,8/12/2020,10:46:20,185.19,26.66,36.61,No,23.01
4,8/12/2020,10:46:20,172.41,26.59,36.54,No,23.00
5,8/12/2020,10:46:20,181.82,25.05,36.70,No,22.99
6,8/12/2020,10:46:21,175.44,25.35,36.30,No,22.98
7,8/12/2020,10:46:21,175.44,26.71,36.66,No,22.97
8,8/12/2020,10:46:22,188.68,26.76,36.71,No,22.96
9,8/12/2020,10:46:22,178.57,26.39,36.34,No,22.95
10,8/12/2020,10:46:23,161.29,26.30,36.25,No,22.94
11,8/12/2020,10:46:23,178.57,26.11,36.76,No,22.93
12,8/12/2020,10:46:23,178.57,25.45,36.40,No,22.92
13,8/12/2020,10:46:24,185.19,26.65,36.60,No,22.91
14,8/12/2020,10:46:24,175.44,26.60,36.55,No,22.90
15,8/12/2020,10:46:25,185.19,26.28,36.23,No,22.89
16,8/12/2020,10:46:25,185.19,26.67,36.62,No,22.88
17,8/12/2020,10:46:25,185.19,26.88,36.83,No,22.87
18,8/12/2020,10:46:26,175.44,25.21,36.86,No,22.86
19,8/12/2020,10:46:26,178.57,25.00,36.95,No,22.85
20,8/12/2020,10:46:27,120.48,31.00,36.95,No,22.83
21,8/12/2020,10:46:27,119.05,31.00,36.95,No,22.83
22,8/12/2020,10:46:28,114.94,31.00,36.95,No,22.81
23,8/12/2020,10:46:28,109.89,31.00,36.95,No,22.80
24,8/12/2020,10:46:29,114.94,32.00,36.95,No,22.79
25,8/12/2020,10:46:29,108.70,31.00,36.95,No,22.78
26,8/12/2020,10:46:29,123.46,nan,No,22.77,
27,8/12/2020,10:46:30,166.67,26.19,36.84,No,22.76
28,8/12/2020,10:46:30,129.87,31.00,36.95,No,22.76
29,8/12/2020,10:46:31,166.67,26.69,36.64,No,22.75
30,8/12/2020,10:46:31,175.44,25.00,36.95,No,22.74
31,8/12/2020,10:46:31,172.41,26.45,36.40,No,22.73
32,8/12/2020,10:46:32,166.67,26.24,36.89,No,22.73
