,Date,Time,Distance away,Unadjusted_Temp,Temperature,Overheated,Average ambient temperature
0,27/11/2020,17:10:58,666.67,No,24.29,,
1,27/11/2020,17:10:58,666.67,No,24.29,,
2,27/11/2020,17:10:58,666.67,No,24.29,,
3,27/11/2020,17:10:58,666.67,No,24.29,,
4,27/11/2020,17:10:59,666.67,No,24.29,,
5,27/11/2020,17:10:59,666.67,No,24.29,,
6,27/11/2020,17:10:59,666.67,No,24.29,,
7,27/11/2020,17:10:59,625.00,No,24.29,,
8,27/11/2020,17:11:0,666.67,No,24.30,,
9,27/11/2020,17:11:0,666.67,No,24.30,,
10,27/11/2020,17:11:0,666.67,No,24.30,,
11,27/11/2020,17:11:0,625.00,No,24.30,,
12,27/11/2020,17:11:1,666.67,No,24.30,,
13,27/11/2020,17:11:1,666.67,No,24.30,,
14,27/11/2020,17:11:1,666.67,No,24.30,,
15,27/11/2020,17:11:1,625.00,No,24.30,,
16,27/11/2020,17:11:2,625.00,No,24.30,,
17,27/11/2020,17:11:2,666.67,No,24.30,,
18,27/11/2020,17:11:2,666.67,No,24.30,,
19,27/11/2020,17:11:2,625.00,No,24.30,,
20,27/11/2020,17:11:3,666.67,No,24.30,,
21,27/11/2020,17:11:3,625.00,No,24.30,,
22,27/11/2020,17:11:3,625.00,No,24.30,,
23,27/11/2020,17:11:3,666.67,No,24.31,,
24,27/11/2020,17:11:4,625.00,No,24.31,,
25,27/11/2020,17:11:4,588.24,No,24.31,,
26,27/11/2020,17:11:19,555.56,No,24.33,,
27,27/11/2020,17:11:29,434.78,nan,No,24.38,
28,27/11/2020,17:12:5,333.33,28.00,36.95,No,24.56
29,27/11/2020,17:12:5,294.12,28.00,36.95,No,24.56
30,27/11/2020,17:12:7,322.58,27.00,36.95,No,24.57
31,27/11/2020,17:12:7,263.16,30.04,36.99,No,24.57
32,27/11/2020,17:12:7,333.33,27.00,36.95,No,24.57
33,27/11/2020,17:12:8,303.03,27.00,36.95,No,24.57
34,27/11/2020,17:12:9,256.41,25.00,36.95,No,24.57
35,27/11/2020,17:12:27,625.00,No,24.61,,
36,27/11/2020,17:12:27,625.00,No,24.61,,
37,27/11/2020,17:12:28,666.67,No,24.62,,
38,27/11/2020,17:12:28,714.29,No,24.62,,
39,27/11/2020,17:12:32,714.29,27.00,36.95,No,24.65
40,27/11/2020,17:12:33,588.24,28.95,36.90,No,24.65
41,27/11/2020,17:12:33,588.24,nan,No,24.65,
42,27/11/2020,17:12:34,555.56,26.00,36.95,No,24.65
43,27/11/2020,17:12:34,500.00,nan,No,24.65,
44,27/11/2020,17:12:34,526.32,26.00,36.95,No,24.64
45,27/11/2020,17:12:35,526.32,No,24.64,,
46,27/11/2020,17:14:42,555.56,nan,No,23.84,
47,27/11/2020,17:16:6,243.90,27.41,36.36,No,24.29
48,27/11/2020,17:16:7,238.10,27.60,36.55,No,24.30
49,27/11/2020,17:16:7,250.00,27.40,36.35,No,24.30
50,27/11/2020,17:16:8,250.00,27.46,36.41,No,24.31
51,27/11/2020,17:17:25,625.00,No,24.62,,
52,27/11/2020,17:17:26,476.19,No,24.62,,
53,27/11/2020,17:17:29,243.90,31.00,36.95,No,24.63
54,27/11/2020,17:17:29,232.56,31.00,36.95,No,24.64
55,27/11/2020,17:18:49,526.32,No,24.73,,
56,27/11/2020,17:18:50,625.00,26.00,36.95,No,24.74
57,27/11/2020,17:18:59,204.08,31.00,36.95,No,24.77
58,27/11/2020,17:18:59,384.62,32.17,36.82,No,24.78
59,27/11/2020,17:20:5,250.00,31.00,36.95,No,24.74
60,27/11/2020,17:20:6,250.00,31.00,36.95,No,24.73
61,27/11/2020,17:20:56,270.27,32.85,36.80,No,24.77
62,27/11/2020,17:21:2,303.03,27.00,36.95,No,24.73
63,27/11/2020,17:21:3,344.83,29.21,36.86,No,24.73
64,27/11/2020,17:21:3,322.58,28.30,36.25,No,24.73
65,27/11/2020,17:21:34,476.19,26.00,36.95,No,24.78
66,27/11/2020,17:21:35,500.00,26.00,36.95,No,24.78
67,27/11/2020,17:21:35,476.19,26.00,36.95,No,24.78
68,27/11/2020,17:21:35,400.00,26.01,36.96,No,24.78
